STARTING FOR DT 80
WARNING: Your kernel does not support swap limit capabilities or the cgroup is not mounted. Memory limited without swap.
In-memory storage of 3-sequences enabled
Initializing the 2 object cache
Initializing the 3 object cache
06:30:08> ACT CON 3:       0 | ACT CON 5:       0 | FULL SEQ:       0 / 1860480 | MIN DV:      inf | REM: 1057.60 [MIN]
04:58:22> ACT CON 3:    6840 | ACT CON 5:  290257 | FULL SEQ: 1373617 / 1860480 | MIN DV:  23724.0 | REM: 361.96 [MIN]
04:58:34> ACT CON 3:    6840 | ACT CON 5:  290314 | FULL SEQ: 1373920 / 1860480 | MIN DV:  23724.0 | REM: 361.73 [MIN]
04:58:45> ACT CON 3:    6840 | ACT CON 5:  290366 | FULL SEQ: 1374223 / 1860480 | MIN DV:  23724.0 | REM: 361.49 [MIN]
04:58:56> ACT CON 3:    6840 | ACT CON 5:  290418 | FULL SEQ: 1374517 / 1860480 | MIN DV:  23724.0 | REM: 361.25 [MIN]
04:59:07> ACT CON 3:    6840 | ACT CON 5:  290471 | FULL SEQ: 1374816 / 1860480 | MIN DV:  23724.0 | REM: 361.02 [MIN]
04:59:19> ACT CON 3:    6840 | ACT CON 5:  290530 | FULL SEQ: 1375168 / 1860480 | MIN DV:  23724.0 | REM: 360.73 [MIN]
04:59:29> ACT CON 3:    6840 | ACT CON 5:  290579 | FULL SEQ: 1375466 / 1860480 | MIN DV:  23724.0 | REM: 360.50 [MIN]
04:59:41> ACT CON 3:    6840 | ACT CON 5:  290638 | FULL SEQ: 1375816 / 1860480 | MIN DV:  23724.0 | REM: 360.22 [MIN]
04:59:52> ACT CON 3:    6840 | ACT CON 5:  290689 | FULL SEQ: 1376069 / 1860480 | MIN DV:  23724.0 | REM: 360.02 [MIN]
05:00:02> ACT CON 3:    6840 | ACT CON 5:  290737 | FULL SEQ: 1376317 / 1860480 | MIN DV:  23724.0 | REM: 359.83 [MIN]
05:00:15> ACT CON 3:    6840 | ACT CON 5:  290798 | FULL SEQ: 1376617 / 1860480 | MIN DV:  23724.0 | REM: 359.61 [MIN]
05:00:27> ACT CON 3:    6840 | ACT CON 5:  290858 | FULL SEQ: 1376916 / 1860480 | MIN DV:  23724.0 | REM: 359.38 [MIN]
05:00:38> ACT CON 3:    6840 | ACT CON 5:  290909 | FULL SEQ: 1377225 / 1860480 | MIN DV:  23724.0 | REM: 359.13 [MIN]
05:00:49> ACT CON 3:    6840 | ACT CON 5:  290963 | FULL SEQ: 1377516 / 1860480 | MIN DV:  23724.0 | REM: 358.90 [MIN]
05:00:59> ACT CON 3:    6840 | ACT CON 5:  291012 | FULL SEQ: 1377766 / 1860480 | MIN DV:  23724.0 | REM: 358.71 [MIN]
05:01:11> ACT CON 3:    6840 | ACT CON 5:  291074 | FULL SEQ: 1378117 / 1860480 | MIN DV:  23724.0 | REM: 358.43 [MIN]
05:01:22> ACT CON 3:    6840 | ACT CON 5:  291124 | FULL SEQ: 1378418 / 1860480 | MIN DV:  23724.0 | REM: 358.19 [MIN]
05:01:35> ACT CON 3:    6840 | ACT CON 5:  291186 | FULL SEQ: 1378717 / 1860480 | MIN DV:  23724.0 | REM: 357.97 [MIN]
05:01:47> ACT CON 3:    6840 | ACT CON 5:  291247 | FULL SEQ: 1379070 / 1860480 | MIN DV:  23724.0 | REM: 357.68 [MIN]
05:01:58> ACT CON 3:    6840 | ACT CON 5:  291299 | FULL SEQ: 1379417 / 1860480 | MIN DV:  23724.0 | REM: 357.40 [MIN]
05:02:08> ACT CON 3:    6840 | ACT CON 5:  291348 | FULL SEQ: 1379668 / 1860480 | MIN DV:  23724.0 | REM: 357.21 [MIN]
05:02:20> ACT CON 3:    6840 | ACT CON 5:  291409 | FULL SEQ: 1380018 / 1860480 | MIN DV:  23724.0 | REM: 356.93 [MIN]
05:02:31> ACT CON 3:    6840 | ACT CON 5:  291467 | FULL SEQ: 1380316 / 1860480 | MIN DV:  23724.0 | REM: 356.69 [MIN]
05:02:43> ACT CON 3:    6840 | ACT CON 5:  291522 | FULL SEQ: 1380616 / 1860480 | MIN DV:  23724.0 | REM: 356.46 [MIN]
05:02:54> ACT CON 3:    6840 | ACT CON 5:  291576 | FULL SEQ: 1380918 / 1860480 | MIN DV:  23724.0 | REM: 356.22 [MIN]
05:03:06> ACT CON 3:    6840 | ACT CON 5:  291635 | FULL SEQ: 1381218 / 1860480 | MIN DV:  23724.0 | REM: 355.99 [MIN]
05:03:16> ACT CON 3:    6840 | ACT CON 5:  291684 | FULL SEQ: 1381471 / 1860480 | MIN DV:  23724.0 | REM: 355.80 [MIN]
05:03:27> ACT CON 3:    6840 | ACT CON 5:  291741 | FULL SEQ: 1381768 / 1860480 | MIN DV:  23724.0 | REM: 355.56 [MIN]
05:03:38> ACT CON 3:    6840 | ACT CON 5:  291789 | FULL SEQ: 1382017 / 1860480 | MIN DV:  23724.0 | REM: 355.38 [MIN]
05:03:48> ACT CON 3:    6840 | ACT CON 5:  291838 | FULL SEQ: 1382318 / 1860480 | MIN DV:  23724.0 | REM: 355.14 [MIN]
05:03:59> ACT CON 3:    6840 | ACT CON 5:  291888 | FULL SEQ: 1382567 / 1860480 | MIN DV:  23724.0 | REM: 354.95 [MIN]
05:04:11> ACT CON 3:    6840 | ACT CON 5:  291947 | FULL SEQ: 1382872 / 1860480 | MIN DV:  23724.0 | REM: 354.71 [MIN]
05:04:22> ACT CON 3:    6840 | ACT CON 5:  292002 | FULL SEQ: 1383166 / 1860480 | MIN DV:  23724.0 | REM: 354.48 [MIN]
05:04:32> ACT CON 3:    6840 | ACT CON 5:  292052 | FULL SEQ: 1383367 / 1860480 | MIN DV:  23724.0 | REM: 354.34 [MIN]
05:04:42> ACT CON 3:    6840 | ACT CON 5:  292101 | FULL SEQ: 1383620 / 1860480 | MIN DV:  23724.0 | REM: 354.15 [MIN]
05:04:54> ACT CON 3:    6840 | ACT CON 5:  292157 | FULL SEQ: 1383916 / 1860480 | MIN DV:  23724.0 | REM: 353.92 [MIN]
05:05:05> ACT CON 3:    6840 | ACT CON 5:  292209 | FULL SEQ: 1384218 / 1860480 | MIN DV:  23724.0 | REM: 353.68 [MIN]
05:05:15> ACT CON 3:    6840 | ACT CON 5:  292258 | FULL SEQ: 1384523 / 1860480 | MIN DV:  23724.0 | REM: 353.43 [MIN]
05:05:25> ACT CON 3:    6840 | ACT CON 5:  292307 | FULL SEQ: 1384769 / 1860480 | MIN DV:  23724.0 | REM: 353.24 [MIN]
05:05:36> ACT CON 3:    6840 | ACT CON 5:  292358 | FULL SEQ: 1385017 / 1860480 | MIN DV:  23724.0 | REM: 353.06 [MIN]
05:05:47> ACT CON 3:    6840 | ACT CON 5:  292416 | FULL SEQ: 1385322 / 1860480 | MIN DV:  23724.0 | REM: 352.82 [MIN]
05:05:58> ACT CON 3:    6840 | ACT CON 5:  292468 | FULL SEQ: 1385617 / 1860480 | MIN DV:  23724.0 | REM: 352.59 [MIN]
05:06:10> ACT CON 3:    6840 | ACT CON 5:  292525 | FULL SEQ: 1385916 / 1860480 | MIN DV:  23724.0 | REM: 352.36 [MIN]
05:06:22> ACT CON 3:    6840 | ACT CON 5:  292580 | FULL SEQ: 1386268 / 1860480 | MIN DV:  23724.0 | REM: 352.07 [MIN]
05:06:32> ACT CON 3:    6840 | ACT CON 5:  292630 | FULL SEQ: 1386567 / 1860480 | MIN DV:  23724.0 | REM: 351.83 [MIN]
05:06:43> ACT CON 3:    6840 | ACT CON 5:  292683 | FULL SEQ: 1386869 / 1860480 | MIN DV:  23724.0 | REM: 351.59 [MIN]
05:06:53> ACT CON 3:    6840 | ACT CON 5:  292735 | FULL SEQ: 1387166 / 1860480 | MIN DV:  23724.0 | REM: 351.36 [MIN]
05:07:04> ACT CON 3:    6840 | ACT CON 5:  292788 | FULL SEQ: 1387517 / 1860480 | MIN DV:  23724.0 | REM: 351.07 [MIN]
05:07:15> ACT CON 3:    6840 | ACT CON 5:  292839 | FULL SEQ: 1387816 / 1860480 | MIN DV:  23724.0 | REM: 350.83 [MIN]
05:07:26> ACT CON 3:    6840 | ACT CON 5:  292892 | FULL SEQ: 1388117 / 1860480 | MIN DV:  23724.0 | REM: 350.60 [MIN]
05:07:37> ACT CON 3:    6840 | ACT CON 5:  292943 | FULL SEQ: 1388417 / 1860480 | MIN DV:  23724.0 | REM: 350.36 [MIN]
05:07:47> ACT CON 3:    6840 | ACT CON 5:  292994 | FULL SEQ: 1388773 / 1860480 | MIN DV:  23724.0 | REM: 350.06 [MIN]
05:07:57> ACT CON 3:    6840 | ACT CON 5:  293042 | FULL SEQ: 1389071 / 1860480 | MIN DV:  23724.0 | REM: 349.82 [MIN]
05:08:07> ACT CON 3:    6840 | ACT CON 5:  293090 | FULL SEQ: 1389316 / 1860480 | MIN DV:  23724.0 | REM: 349.64 [MIN]
05:08:19> ACT CON 3:    6840 | ACT CON 5:  293147 | FULL SEQ: 1389617 / 1860480 | MIN DV:  23724.0 | REM: 349.40 [MIN]
05:08:29> ACT CON 3:    6840 | ACT CON 5:  293199 | FULL SEQ: 1389918 / 1860480 | MIN DV:  23724.0 | REM: 349.17 [MIN]
05:08:40> ACT CON 3:    6840 | ACT CON 5:  293249 | FULL SEQ: 1390166 / 1860480 | MIN DV:  23724.0 | REM: 348.98 [MIN]
05:08:51> ACT CON 3:    6840 | ACT CON 5:  293300 | FULL SEQ: 1390466 / 1860480 | MIN DV:  23724.0 | REM: 348.74 [MIN]
05:09:01> ACT CON 3:    6840 | ACT CON 5:  293351 | FULL SEQ: 1390717 / 1860480 | MIN DV:  23724.0 | REM: 348.55 [MIN]
05:09:12> ACT CON 3:    6840 | ACT CON 5:  293404 | FULL SEQ: 1391016 / 1860480 | MIN DV:  23724.0 | REM: 348.32 [MIN]
05:09:23> ACT CON 3:    6840 | ACT CON 5:  293461 | FULL SEQ: 1391316 / 1860480 | MIN DV:  23724.0 | REM: 348.08 [MIN]
05:09:33> ACT CON 3:    6840 | ACT CON 5:  293509 | FULL SEQ: 1391566 / 1860480 | MIN DV:  23724.0 | REM: 347.89 [MIN]
05:09:45> ACT CON 3:    6840 | ACT CON 5:  293561 | FULL SEQ: 1391868 / 1860480 | MIN DV:  23724.0 | REM: 347.65 [MIN]
05:09:55> ACT CON 3:    6840 | ACT CON 5:  293614 | FULL SEQ: 1392218 / 1860480 | MIN DV:  23724.0 | REM: 347.37 [MIN]
05:10:06> ACT CON 3:    6840 | ACT CON 5:  293667 | FULL SEQ: 1392472 / 1860480 | MIN DV:  23724.0 | REM: 347.18 [MIN]
05:10:18> ACT CON 3:    6840 | ACT CON 5:  293723 | FULL SEQ: 1392818 / 1860480 | MIN DV:  23724.0 | REM: 346.90 [MIN]
05:10:30> ACT CON 3:    6840 | ACT CON 5:  293778 | FULL SEQ: 1393067 / 1860480 | MIN DV:  23724.0 | REM: 346.72 [MIN]
05:10:40> ACT CON 3:    6840 | ACT CON 5:  293829 | FULL SEQ: 1393367 / 1860480 | MIN DV:  23724.0 | REM: 346.48 [MIN]
05:10:52> ACT CON 3:    6840 | ACT CON 5:  293882 | FULL SEQ: 1393667 / 1860480 | MIN DV:  23724.0 | REM: 346.25 [MIN]
05:11:02> ACT CON 3:    6840 | ACT CON 5:  293931 | FULL SEQ: 1393968 / 1860480 | MIN DV:  23724.0 | REM: 346.00 [MIN]
05:11:14> ACT CON 3:    6840 | ACT CON 5:  293987 | FULL SEQ: 1394316 / 1860480 | MIN DV:  23724.0 | REM: 345.73 [MIN]
05:11:26> ACT CON 3:    6840 | ACT CON 5:  294045 | FULL SEQ: 1394618 / 1860480 | MIN DV:  23724.0 | REM: 345.49 [MIN]
05:11:38> ACT CON 3:    6840 | ACT CON 5:  294105 | FULL SEQ: 1394916 / 1860480 | MIN DV:  23724.0 | REM: 345.27 [MIN]
05:11:49> ACT CON 3:    6840 | ACT CON 5:  294162 | FULL SEQ: 1395216 / 1860480 | MIN DV:  23724.0 | REM: 345.04 [MIN]
05:12:01> ACT CON 3:    6840 | ACT CON 5:  294217 | FULL SEQ: 1395517 / 1860480 | MIN DV:  23724.0 | REM: 344.80 [MIN]
05:12:12> ACT CON 3:    6840 | ACT CON 5:  294270 | FULL SEQ: 1395767 / 1860480 | MIN DV:  23724.0 | REM: 344.62 [MIN]
05:12:22> ACT CON 3:    6840 | ACT CON 5:  294321 | FULL SEQ: 1396017 / 1860480 | MIN DV:  23724.0 | REM: 344.43 [MIN]
05:12:33> ACT CON 3:    6840 | ACT CON 5:  294373 | FULL SEQ: 1396267 / 1860480 | MIN DV:  23724.0 | REM: 344.24 [MIN]
05:12:45> ACT CON 3:    6840 | ACT CON 5:  294431 | FULL SEQ: 1396572 / 1860480 | MIN DV:  23724.0 | REM: 344.00 [MIN]
05:12:55> ACT CON 3:    6840 | ACT CON 5:  294481 | FULL SEQ: 1396867 / 1860480 | MIN DV:  23724.0 | REM: 343.77 [MIN]
05:13:06> ACT CON 3:    6840 | ACT CON 5:  294534 | FULL SEQ: 1397217 / 1860480 | MIN DV:  23724.0 | REM: 343.48 [MIN]
05:13:18> ACT CON 3:    6840 | ACT CON 5:  294587 | FULL SEQ: 1397516 / 1860480 | MIN DV:  23724.0 | REM: 343.25 [MIN]
05:13:29> ACT CON 3:    6840 | ACT CON 5:  294644 | FULL SEQ: 1397817 / 1860480 | MIN DV:  23724.0 | REM: 343.02 [MIN]
05:13:42> ACT CON 3:    6840 | ACT CON 5:  294703 | FULL SEQ: 1398174 / 1860480 | MIN DV:  23724.0 | REM: 342.73 [MIN]
05:13:53> ACT CON 3:    6840 | ACT CON 5:  294757 | FULL SEQ: 1398418 / 1860480 | MIN DV:  23724.0 | REM: 342.56 [MIN]
05:14:04> ACT CON 3:    6840 | ACT CON 5:  294811 | FULL SEQ: 1398767 / 1860480 | MIN DV:  23724.0 | REM: 342.27 [MIN]
05:14:14> ACT CON 3:    6840 | ACT CON 5:  294860 | FULL SEQ: 1399021 / 1860480 | MIN DV:  23724.0 | REM: 342.08 [MIN]
05:14:25> ACT CON 3:    6840 | ACT CON 5:  294917 | FULL SEQ: 1399420 / 1860480 | MIN DV:  23724.0 | REM: 341.75 [MIN]
05:14:37> ACT CON 3:    6840 | ACT CON 5:  294972 | FULL SEQ: 1399676 / 1860480 | MIN DV:  23724.0 | REM: 341.56 [MIN]
05:14:49> ACT CON 3:    6840 | ACT CON 5:  295029 | FULL SEQ: 1399967 / 1860480 | MIN DV:  23724.0 | REM: 341.34 [MIN]
05:15:01> ACT CON 3:    6840 | ACT CON 5:  295083 | FULL SEQ: 1400267 / 1860480 | MIN DV:  23724.0 | REM: 341.11 [MIN]
05:15:12> ACT CON 3:    6840 | ACT CON 5:  295138 | FULL SEQ: 1400616 / 1860480 | MIN DV:  23724.0 | REM: 340.82 [MIN]
05:15:23> ACT CON 3:    6840 | ACT CON 5:  295191 | FULL SEQ: 1400918 / 1860480 | MIN DV:  23724.0 | REM: 340.59 [MIN]
05:15:35> ACT CON 3:    6840 | ACT CON 5:  295247 | FULL SEQ: 1401216 / 1860480 | MIN DV:  23724.0 | REM: 340.36 [MIN]
05:15:45> ACT CON 3:    6840 | ACT CON 5:  295296 | FULL SEQ: 1401516 / 1860480 | MIN DV:  23724.0 | REM: 340.12 [MIN]
05:15:57> ACT CON 3:    6840 | ACT CON 5:  295353 | FULL SEQ: 1401819 / 1860480 | MIN DV:  23724.0 | REM: 339.89 [MIN]
05:16:09> ACT CON 3:    6840 | ACT CON 5:  295411 | FULL SEQ: 1402117 / 1860480 | MIN DV:  23724.0 | REM: 339.66 [MIN]
05:16:19> ACT CON 3:    6840 | ACT CON 5:  295462 | FULL SEQ: 1402420 / 1860480 | MIN DV:  23724.0 | REM: 339.42 [MIN]
05:16:29> ACT CON 3:    6840 | ACT CON 5:  295508 | FULL SEQ: 1402669 / 1860480 | MIN DV:  23724.0 | REM: 339.23 [MIN]
05:16:42> ACT CON 3:    6840 | ACT CON 5:  295573 | FULL SEQ: 1403116 / 1860480 | MIN DV:  23724.0 | REM: 338.86 [MIN]
05:16:52> ACT CON 3:    6840 | ACT CON 5:  295623 | FULL SEQ: 1403418 / 1860480 | MIN DV:  23724.0 | REM: 338.62 [MIN]
05:17:03> ACT CON 3:    6840 | ACT CON 5:  295675 | FULL SEQ: 1403766 / 1860480 | MIN DV:  23724.0 | REM: 338.33 [MIN]
05:17:14> ACT CON 3:    6840 | ACT CON 5:  295727 | FULL SEQ: 1404017 / 1860480 | MIN DV:  23724.0 | REM: 338.14 [MIN]
05:17:24> ACT CON 3:    6840 | ACT CON 5:  295778 | FULL SEQ: 1404266 / 1860480 | MIN DV:  23724.0 | REM: 337.96 [MIN]
05:17:35> ACT CON 3:    6840 | ACT CON 5:  295830 | FULL SEQ: 1404516 / 1860480 | MIN DV:  23724.0 | REM: 337.77 [MIN]
05:17:46> ACT CON 3:    6840 | ACT CON 5:  295883 | FULL SEQ: 1404767 / 1860480 | MIN DV:  23724.0 | REM: 337.58 [MIN]
05:17:58> ACT CON 3:    6840 | ACT CON 5:  295943 | FULL SEQ: 1405118 / 1860480 | MIN DV:  23724.0 | REM: 337.30 [MIN]
05:18:08> ACT CON 3:    6840 | ACT CON 5:  295994 | FULL SEQ: 1405367 / 1860480 | MIN DV:  23724.0 | REM: 337.12 [MIN]
05:18:19> ACT CON 3:    6840 | ACT CON 5:  296040 | FULL SEQ: 1405617 / 1860480 | MIN DV:  23724.0 | REM: 336.92 [MIN]
05:18:30> ACT CON 3:    6840 | ACT CON 5:  296096 | FULL SEQ: 1405966 / 1860480 | MIN DV:  23724.0 | REM: 336.64 [MIN]
05:18:41> ACT CON 3:    6840 | ACT CON 5:  296150 | FULL SEQ: 1406267 / 1860480 | MIN DV:  23724.0 | REM: 336.41 [MIN]
05:18:53> ACT CON 3:    6840 | ACT CON 5:  296208 | FULL SEQ: 1406525 / 1860480 | MIN DV:  23724.0 | REM: 336.22 [MIN]
05:19:04> ACT CON 3:    6840 | ACT CON 5:  296262 | FULL SEQ: 1406820 / 1860480 | MIN DV:  23724.0 | REM: 335.99 [MIN]
05:19:14> ACT CON 3:    6840 | ACT CON 5:  296311 | FULL SEQ: 1407069 / 1860480 | MIN DV:  23724.0 | REM: 335.80 [MIN]
05:19:24> ACT CON 3:    6840 | ACT CON 5:  296358 | FULL SEQ: 1407268 / 1860480 | MIN DV:  23724.0 | REM: 335.66 [MIN]
05:19:36> ACT CON 3:    6840 | ACT CON 5:  296415 | FULL SEQ: 1407568 / 1860480 | MIN DV:  23724.0 | REM: 335.43 [MIN]
05:19:46> ACT CON 3:    6840 | ACT CON 5:  296466 | FULL SEQ: 1407776 / 1860480 | MIN DV:  23724.0 | REM: 335.28 [MIN]
05:19:57> ACT CON 3:    6840 | ACT CON 5:  296516 | FULL SEQ: 1408116 / 1860480 | MIN DV:  23724.0 | REM: 335.01 [MIN]
05:20:08> ACT CON 3:    6840 | ACT CON 5:  296572 | FULL SEQ: 1408367 / 1860480 | MIN DV:  23724.0 | REM: 334.82 [MIN]
05:20:19> ACT CON 3:    6840 | ACT CON 5:  296625 | FULL SEQ: 1408767 / 1860480 | MIN DV:  23724.0 | REM: 334.49 [MIN]
05:20:32> ACT CON 3:    6840 | ACT CON 5:  296688 | FULL SEQ: 1409069 / 1860480 | MIN DV:  23724.0 | REM: 334.26 [MIN]
05:20:42> ACT CON 3:    6840 | ACT CON 5:  296738 | FULL SEQ: 1409319 / 1860480 | MIN DV:  23724.0 | REM: 334.07 [MIN]
05:20:54> ACT CON 3:    6840 | ACT CON 5:  296792 | FULL SEQ: 1409617 / 1860480 | MIN DV:  23724.0 | REM: 333.84 [MIN]
05:21:05> ACT CON 3:    6840 | ACT CON 5:  296846 | FULL SEQ: 1409868 / 1860480 | MIN DV:  23724.0 | REM: 333.65 [MIN]
05:21:16> ACT CON 3:    6840 | ACT CON 5:  296900 | FULL SEQ: 1410169 / 1860480 | MIN DV:  23724.0 | REM: 333.42 [MIN]
05:21:27> ACT CON 3:    6840 | ACT CON 5:  296955 | FULL SEQ: 1410472 / 1860480 | MIN DV:  23724.0 | REM: 333.18 [MIN]
05:21:37> ACT CON 3:    6840 | ACT CON 5:  297006 | FULL SEQ: 1410766 / 1860480 | MIN DV:  23724.0 | REM: 332.95 [MIN]
05:21:48> ACT CON 3:    6840 | ACT CON 5:  297058 | FULL SEQ: 1411066 / 1860480 | MIN DV:  23724.0 | REM: 332.72 [MIN]
05:21:59> ACT CON 3:    6840 | ACT CON 5:  297108 | FULL SEQ: 1411366 / 1860480 | MIN DV:  23724.0 | REM: 332.48 [MIN]
05:22:09> ACT CON 3:    6840 | ACT CON 5:  297160 | FULL SEQ: 1411667 / 1860480 | MIN DV:  23724.0 | REM: 332.24 [MIN]
05:22:20> ACT CON 3:    6840 | ACT CON 5:  297214 | FULL SEQ: 1411967 / 1860480 | MIN DV:  23724.0 | REM: 332.01 [MIN]
05:22:32> ACT CON 3:    6840 | ACT CON 5:  297269 | FULL SEQ: 1412266 / 1860480 | MIN DV:  23724.0 | REM: 331.78 [MIN]
05:22:42> ACT CON 3:    6840 | ACT CON 5:  297320 | FULL SEQ: 1412517 / 1860480 | MIN DV:  23724.0 | REM: 331.59 [MIN]
05:22:55> ACT CON 3:    6840 | ACT CON 5:  297383 | FULL SEQ: 1412867 / 1860480 | MIN DV:  23724.0 | REM: 331.31 [MIN]
05:23:05> ACT CON 3:    6840 | ACT CON 5:  297432 | FULL SEQ: 1413116 / 1860480 | MIN DV:  23724.0 | REM: 331.12 [MIN]
05:23:16> ACT CON 3:    6840 | ACT CON 5:  297488 | FULL SEQ: 1413466 / 1860480 | MIN DV:  23724.0 | REM: 330.84 [MIN]
05:23:28> ACT CON 3:    6840 | ACT CON 5:  297543 | FULL SEQ: 1413767 / 1860480 | MIN DV:  23724.0 | REM: 330.61 [MIN]
05:23:39> ACT CON 3:    6840 | ACT CON 5:  297597 | FULL SEQ: 1414069 / 1860480 | MIN DV:  23724.0 | REM: 330.37 [MIN]
05:23:50> ACT CON 3:    6840 | ACT CON 5:  297651 | FULL SEQ: 1414370 / 1860480 | MIN DV:  23724.0 | REM: 330.14 [MIN]
05:24:01> ACT CON 3:    6840 | ACT CON 5:  297705 | FULL SEQ: 1414666 / 1860480 | MIN DV:  23724.0 | REM: 329.91 [MIN]
05:24:11> ACT CON 3:    6840 | ACT CON 5:  297755 | FULL SEQ: 1414918 / 1860480 | MIN DV:  23724.0 | REM: 329.72 [MIN]
05:24:22> ACT CON 3:    6840 | ACT CON 5:  297810 | FULL SEQ: 1415167 / 1860480 | MIN DV:  23724.0 | REM: 329.53 [MIN]
05:24:33> ACT CON 3:    6840 | ACT CON 5:  297863 | FULL SEQ: 1415474 / 1860480 | MIN DV:  23724.0 | REM: 329.29 [MIN]
05:24:45> ACT CON 3:    6840 | ACT CON 5:  297920 | FULL SEQ: 1415768 / 1860480 | MIN DV:  23724.0 | REM: 329.07 [MIN]
05:24:57> ACT CON 3:    6840 | ACT CON 5:  297979 | FULL SEQ: 1416016 / 1860480 | MIN DV:  23724.0 | REM: 328.89 [MIN]
05:25:07> ACT CON 3:    6840 | ACT CON 5:  298030 | FULL SEQ: 1416317 / 1860480 | MIN DV:  23724.0 | REM: 328.65 [MIN]
05:25:18> ACT CON 3:    6840 | ACT CON 5:  298080 | FULL SEQ: 1416671 / 1860480 | MIN DV:  23724.0 | REM: 328.36 [MIN]
05:25:29> ACT CON 3:    6840 | ACT CON 5:  298134 | FULL SEQ: 1416968 / 1860480 | MIN DV:  23724.0 | REM: 328.13 [MIN]
05:25:40> ACT CON 3:    6840 | ACT CON 5:  298189 | FULL SEQ: 1417217 / 1860480 | MIN DV:  23724.0 | REM: 327.95 [MIN]
05:25:52> ACT CON 3:    6840 | ACT CON 5:  298245 | FULL SEQ: 1417466 / 1860480 | MIN DV:  23724.0 | REM: 327.77 [MIN]
05:26:02> ACT CON 3:    6840 | ACT CON 5:  298297 | FULL SEQ: 1417771 / 1860480 | MIN DV:  23724.0 | REM: 327.52 [MIN]
05:26:14> ACT CON 3:    6840 | ACT CON 5:  298351 | FULL SEQ: 1418067 / 1860480 | MIN DV:  23724.0 | REM: 327.30 [MIN]
05:26:24> ACT CON 3:    6840 | ACT CON 5:  298403 | FULL SEQ: 1418317 / 1860480 | MIN DV:  23724.0 | REM: 327.11 [MIN]
05:26:36> ACT CON 3:    6840 | ACT CON 5:  298463 | FULL SEQ: 1418567 / 1860480 | MIN DV:  23724.0 | REM: 326.93 [MIN]
05:26:47> ACT CON 3:    6840 | ACT CON 5:  298519 | FULL SEQ: 1418817 / 1860480 | MIN DV:  23724.0 | REM: 326.74 [MIN]
05:26:59> ACT CON 3:    6840 | ACT CON 5:  298572 | FULL SEQ: 1419069 / 1860480 | MIN DV:  23724.0 | REM: 326.56 [MIN]
05:27:10> ACT CON 3:    6840 | ACT CON 5:  298626 | FULL SEQ: 1419417 / 1860480 | MIN DV:  23724.0 | REM: 326.28 [MIN]
05:27:21> ACT CON 3:    6840 | ACT CON 5:  298683 | FULL SEQ: 1419718 / 1860480 | MIN DV:  23724.0 | REM: 326.05 [MIN]
05:27:33> ACT CON 3:    6840 | ACT CON 5:  298739 | FULL SEQ: 1420067 / 1860480 | MIN DV:  23724.0 | REM: 325.77 [MIN]
05:27:45> ACT CON 3:    6840 | ACT CON 5:  298801 | FULL SEQ: 1420418 / 1860480 | MIN DV:  23724.0 | REM: 325.49 [MIN]
05:27:56> ACT CON 3:    6840 | ACT CON 5:  298855 | FULL SEQ: 1420667 / 1860480 | MIN DV:  23724.0 | REM: 325.31 [MIN]
05:28:07> ACT CON 3:    6840 | ACT CON 5:  298907 | FULL SEQ: 1420969 / 1860480 | MIN DV:  23724.0 | REM: 325.07 [MIN]
05:28:20> ACT CON 3:    6840 | ACT CON 5:  298970 | FULL SEQ: 1421267 / 1860480 | MIN DV:  23724.0 | REM: 324.85 [MIN]
05:28:31> ACT CON 3:    6840 | ACT CON 5:  299025 | FULL SEQ: 1421567 / 1860480 | MIN DV:  23724.0 | REM: 324.61 [MIN]
05:28:42> ACT CON 3:    6840 | ACT CON 5:  299078 | FULL SEQ: 1421868 / 1860480 | MIN DV:  23724.0 | REM: 324.38 [MIN]
05:28:53> ACT CON 3:    6840 | ACT CON 5:  299133 | FULL SEQ: 1422169 / 1860480 | MIN DV:  23724.0 | REM: 324.15 [MIN]
05:29:04> ACT CON 3:    6840 | ACT CON 5:  299183 | FULL SEQ: 1422418 / 1860480 | MIN DV:  23724.0 | REM: 323.96 [MIN]
05:29:14> ACT CON 3:    6840 | ACT CON 5:  299235 | FULL SEQ: 1422717 / 1860480 | MIN DV:  23724.0 | REM: 323.72 [MIN]
05:29:25> ACT CON 3:    6840 | ACT CON 5:  299290 | FULL SEQ: 1423021 / 1860480 | MIN DV:  23724.0 | REM: 323.49 [MIN]
05:29:37> ACT CON 3:    6840 | ACT CON 5:  299345 | FULL SEQ: 1423268 / 1860480 | MIN DV:  23724.0 | REM: 323.31 [MIN]
05:29:47> ACT CON 3:    6840 | ACT CON 5:  299395 | FULL SEQ: 1423566 / 1860480 | MIN DV:  23724.0 | REM: 323.07 [MIN]
05:29:57> ACT CON 3:    6840 | ACT CON 5:  299443 | FULL SEQ: 1423816 / 1860480 | MIN DV:  23724.0 | REM: 322.88 [MIN]
05:30:08> ACT CON 3:    6840 | ACT CON 5:  299497 | FULL SEQ: 1424117 / 1860480 | MIN DV:  23724.0 | REM: 322.65 [MIN]
05:30:18> ACT CON 3:    6840 | ACT CON 5:  299547 | FULL SEQ: 1424471 / 1860480 | MIN DV:  23724.0 | REM: 322.36 [MIN]
05:30:29> ACT CON 3:    6840 | ACT CON 5:  299602 | FULL SEQ: 1424767 / 1860480 | MIN DV:  23724.0 | REM: 322.13 [MIN]
